Ticker,Company,Sector,Address,Tel,Website,IdCompany,Group Sector
LEC,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Quản lý & Phát triển Bất động sản,"Lô A5 Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng, Việt Nam",+84 236 2466466,www.lec.com.vn,0400592801,Bất động sản
LGC,Công ty Cổ phần đầu tư cầu đường CII,Vận tải,"70 Lữ Gia, Phường 12, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38688239,www.ciibr.com.vn,0300482241,Công nghiệp
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Hàng hóa chủ chốt,"Tầng 25, Tháp A Tòa nhà 173 Xuân Thủy, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",+84 24 37950595,www.longgiangland.com.vn,0101184201,Công nghiệp
LHG,Công ty Cổ phần Long Hậu ,Quản lý & Phát triển Bất động sản,"Ấp 3, Xã Long Hậu, Huyện Cần Giuộc, Tỉnh Long An, Việt Nam",+84 28 37818929,www.longhau.com.vn,1100727545,Bất động sản
LIX,Công ty Cổ phần Bột giặt Lix,Đồ gia dụng và cá nhân,"Số 3, Đường số 2, Khu phố 4, Phường Linh Trung, Thành phố Thủ đức, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38966803,www.lixco.com,0301444263,Hàng tiêu dùng thiết yếu
LPB,Ngân hàng Thương mại Cổ phần Bưu điện Liên Việt,Ngân hàng,"Tầng 1,3,4,5,6 Tòa nhà ThaiHoldings Tower, Số 210 Đường Trần Quang Khải, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",+84 24 62668668,www.lienvietpostbank.com.vn,6300048638,Tài chính
LSS,Công ty Cổ phần Mía đường Lam Sơn,"Thực phẩm, đồ uống và thuốc lá","Thị trấn Lam Sơn, Huyện Thọ Xuân, Tỉnh Thanh Hóa, Việt Nam",+84 373 3834091,www.lasuco.com.vn,2800463346,Hàng tiêu dùng thiết yếu
MBB,Ngân hàng Thương mại Cổ phần Quân đội ,Ngân hàng,"Số 18 Lê Văn Lương, Phường Trung Hòa, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",+84 24 62661088,www.mbbank.com.vn,0100283873,Tài chính
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Nguyên vật liệu,"Số 18 Lũy Bán Bích, Phường Tân Thới Hòa, Huyện Tân Phú, Tỉnh Đồng Nai, Việt Nam",+84 28 39612844,www.mychau.com.vn,0301671386,Nguyên vật liệu
MDG,Công ty Cổ phần Miền Đông,Hàng hóa chủ chốt,"Đường số 1, KCN Biên Hòa 1, Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3836371,www.miendong.com.vn,3600256545,Công nghiệp
MHC,Công ty Cổ phần MHC,Vận tải,"Tầng 18, Số 52, Phố Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 35770810,www.marinahanoi.com,0100793715,Công nghiệp
MIG,Tổng Công ty Cổ phần Bảo Hiểm Quân Đội,Bảo hiểm,"Tầng 15 - Tòa nhà MIPEC, Số 229 Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 62853388,www.mic.vn,0102385623,Tài chính
MSB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Ngân hàng,"Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 37718989,www.msb.com.vn,0200124891,Tài chính
MSH,Công ty cổ phần May Sông Hồng,Đồ tiêu dùng và trang trí,"Số 105 Đường Nguyễn Đức Thuận, Phường Thống Nhất, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam",+84 228 3649365,www.songhong.vn,0600333307,Hàng tiêu dùng không thiết yếu
MSN,Công ty Cổ phần Tập đoàn MaSan,"Thực phẩm, đồ uống và thuốc lá","Phòng 802, Tầng 8, Tòa nhà Central Plaza, Số 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 62563862,www.masangroup.com,0303576603,Hàng tiêu dùng thiết yếu
MWG,Công ty Cổ phần đầu tư thế giới di động,Phân phối & Bán lẻ hàng tiêu dùng,"Số 222 Đường Yersin, Phường Phú Cường, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",+84 28 38125960,www.mwg.vn,0306731335,Hàng tiêu dùng thiết yếu
NAF,Công ty Cổ phần Nafoods Group ,"Thực phẩm, đồ uống và thuốc lá","47 Nguyễn Cảnh Hoan, Phường Quán Bàu, Thành phố Vinh, Tỉnh Nghệ An, Việt Nam",+84 3 83853322,www.nafoodsgroup.com.vn,2900326375,Hàng tiêu dùng thiết yếu
NAV,Công ty Cổ phần Nam Việt ,Nguyên vật liệu,"18F Tăng Nhơn Phú, Khu phố 4, Phường Phước Long B, Thành phố Thủ đức, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28373134,www.navifico.vn,5700473628,Nguyên vật liệu
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Quản lý & Phát triển Bất động sản,"Tòa nhà Carina Plaza, 1648 Võ Văn Kiệt, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",+84 28 62577577,www.nbb.com.vn,0303885305,Bất động sản
NCT,Công ty Cổ phần dịch vụ hàng hóa Nội Bài ,Vận tải,"Sân bay Quốc tế Nội Bài, xã Mai Đình, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",+84 24 35840905,www.noibaicargo.com.vn,0101640729,Công nghiệp
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Hàng hóa chủ chốt,"Cụm Công nghiệp Cầu Giát, Xã Chuyên Ngoại, Thị xã Duy Tiên, Tỉnh Hà Nam, Việt Nam",+84 226 3847756,www.namhanoi.com.vn,0700222689,Công nghiệp
NHH,Công ty Cổ phần Nhựa Hà Nội,Nguyên vật liệu,"Tổ 12, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",+84 24 38756889,www.hanoiplastics.com.vn,0100100858,Nguyên vật liệu
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Đồ tiêu dùng và trang trí,"71/4a, Đường Hiệp Thành 13, Khu phố 7, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 28 37112054,www.namhoatoys.vn,0303292182,Hàng tiêu dùng không thiết yếu
NKG,Công ty Cổ phần Thép Nam Kim,Nguyên vật liệu,"Lô A1, Đường Đ2, Khu công nghiệp Đồng An 2, Phường Hòa Phú, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",+84 650 3748848,www.namkimgroup.vn,3700477019,Nguyên vật liệu
NLG,Công ty Cổ phần Đầu tư Nam Long,Quản lý & Phát triển Bất động sản,"6 Nguyễn Khắc Viện, phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 28 54161718,www.namlongvn.com,0301438936,Bất động sản
NNC,Công ty Cổ phần Đá Núi Nhỏ,Nguyên vật liệu,"Thửa đất số 1426, Tờ bản đồ số 3, Khu phố Bình Thung 2, Phường Bình An, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",+84 274 3751515,www.nuinho.vn,3700762471,Nguyên vật liệu
NO1,CTCP Tập đoàn 911,Ô tô và linh kiện,,,,,Hàng tiêu dùng không thiết yếu
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,"Thực phẩm, đồ uống và thuốc lá","Số 1 Lương Định Của, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 38523294,www.vinaseed.com.vn,0101449271,Hàng tiêu dùng thiết yếu
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2 ,Dịch vụ tiện ích,"Ấp 3, Xã Phước Khánh, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam",+84 613 2225899,www.pvpnt2.vn,3600897316,Dịch vụ tiện ích
NTL,Công ty Cổ phần Phát triển đô thị Từ Liêm,Quản lý & Phát triển Bất động sản,"Tầng 2A, No9B1, Khu Đô thị mới Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",+84 24 22214124,www.lideco.vn,0101533886,Bất động sản
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,Quản lý & Phát triển Bất động sản,"313B - 315 Nam Kỳ Khởi  Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28391536,www.novaland.com.vn,0301444753,Bất động sản
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Quản lý & Phát triển Bất động sản,"Tầng 4, Tòa nhà Hoàng Gia, Số 180 Triệu Việt Vương, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 39264950,www.ninhvanbay.vn,0102051941,Bất động sản
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng,"41 & 45 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39435001,www.ocb.com.vn,0300852005,Tài chính
OGC,Công ty Cổ phần Tập đoàn Đại Dương ,Dịch vụ tài chính,"Số 4 Láng Hạ, phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",+84 24 37726789,www.oceangroup.vn,0102278484,Tài chính
OPC,Công ty Cổ phần Dược phẩm OPC ,"Dược phẩm, Công nghệ sinh học","1017 Hồng Bàng, Phường 12, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",+84 28 37517111,www.opcpharma.com,0302560110,Chăm sóc sức khỏe
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Dịch vụ tài chính,"Tầng 3, Số 75-77 Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39144290,www.tpbs.com.vn,0304814339,Tài chính
PAC,Công ty Cổ phần Pin Ắc quy miền Nam,Ô tô và linh kiện,"Số 321 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39203062,www.pinaco.com.vn,0300405462,Hàng tiêu dùng không thiết yếu
PAN,Công ty Cổ phần Tập đoàn PAN,"Thực phẩm, đồ uống và thuốc lá","Lô A1-9, Đường VL3, Khu Công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tỉnh Long An, Việt Nam",+84 28 3840686,www.thepangroup.vn,0301472704,Hàng tiêu dùng thiết yếu
PC1,Công ty Cổ phần Xây lắp điện 1,Hàng hóa chủ chốt,"Số 18 Lý Văn Phúc, Phường Cát Linh, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 38456329,www.pcc1.vn,0100100745,Công nghiệp
PDN,Công ty Cổ phần Cảng Đồng Nai ,Vận tải,"Phường Long Bình Tân, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3832225,www.dongnai-port.com,3600334112,Công nghiệp
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt ,Quản lý & Phát triển Bất động sản,"Tầng 8 và 9 Tháp B, Tòa nhà Viettel, 285 Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28222668,www.phatdat.com.vn,0303493756,Bất động sản
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí ,Hàng hóa chủ chốt,"Lầu 6, tòa nhà PetroVietnam số 1-5 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39117777,www.petrosetco.com.vn,0300452060,Công nghiệp
PGC,Tổng Công ty Gas Petrolimex-Công ty Cổ phần,Năng lượng,"Tầng 20, tòa nhà MIPEC, 229 Tây Sơn, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 38641212,www.pgas.petrolimex.com.vn,0101447725,Năng lượng
PGD,Công ty Cổ phần Phân phối khí Thấp áp Dầu khí Việt Nam,Dịch vụ tiện ích,"Lầu 4, tòa nhà CityLight, Số 45 Võ Thị Sáu, P.Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39100616,www.pvgasd.com.vn,0304998686,Dịch vụ tiện ích
PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex ,Bảo hiểm,"Tầng 21, Tòa nhà MIPEC, Số 229 Tây Sơn, Ngã Tư Sở, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 7760867,www.pjico.com.vn,0100110768,Tài chính
PGV,Tổng Công ty Phát điện 3 - Công ty cổ phần,Dịch vụ tiện ích,"Số 60-66 Đường Nguyễn Cơ Thạch, Khu đô thị Sala, Phường An Lợi Đông, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",(+84) 25438769,www.genco3.com,3502208399,Dịch vụ tiện ích
PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Hàng hóa chủ chốt,"Tầng 1, Tháp A, Toà nhà CT2 (The Light), Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 66646520,www.phuchung.com.vn,0101311315,Công nghiệp
PHR,Công ty Cổ phần Cao su Phước Hòa ,Nguyên vật liệu,"Xã Phước Hòa, Huyện Phú Giáo, Tỉnh Bình Dương, Việt Nam",+84 650 3657106,www.phr.vn,3700147532,Nguyên vật liệu
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Hàng hóa chủ chốt,"54-56 Bùi Hữu Nghĩa, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38383400,www.pitco.com.vn,0301776741,Công nghiệp
PJT,Công ty Cổ phần Vận tải Xăng dầu Đường Thủy Petrolimex,Năng lượng,"Tầng 7, 322 Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38991101,www.pjtaco.petrolimex.com.vn,0301825283,Năng lượng
PLP,Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,"Lô đất CN4.3 Khu công nghiệp MP Đình Vũ, Khu kinh tế Đình Vũ - Cát Hải, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam",+84 24 38512603,www.phaleminerals.com.vn,0103018538,Nguyên vật liệu
PLX,Tập đoàn Xăng dầu Việt Nam,Năng lượng,"Số 1 Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 38512603,www.petrolimex.com.vn,0100107370,Năng lượng
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,Dịch vụ tiện ích,"Lô 4, Khu Công nghiệp Điện Nam - Điện Ngọc, Phường Điện Nam Bắc, Thị xã Điện Bàn, Tỉnh Quảng Nam, Việt Nam",+84 235 3947233,www.petrocenter.com.vn,4000462724,Dịch vụ tiện ích
PNC,Công ty Cổ phần văn hoá Phương Nam ,Hàng hóa chủ chốt,"940 Đường 3/2, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38663447,www.pnc.com.vn,0301860552,Công nghiệp
PNJ,Công ty Cổ phần Vàng bạc đá quý Phú Nhuận,Đồ tiêu dùng và trang trí,"170E Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39951703,www.pnj.com.vn,0300521758,Hàng tiêu dùng không thiết yếu
POM,Công ty Cổ phần Thép Pomina,Nguyên vật liệu,"Số 1 Đường 27, Khu Công nghiệp Sóng Thần 2, Phường Dĩ An, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",+84 650 3710051,www.pomina-steel.com,3700321364,Nguyên vật liệu
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - Công ty Cổ phần,Dịch vụ tiện ích,"Tầng 8, 9 Tòa nhà Viện Dầu khí, Số 167 Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",+84 24 22210288,www.pvpower.vn,0102276173,Dịch vụ tiện ích
PPC,Công ty Cổ phần Nhiệt điện Phả Lại ,Dịch vụ tiện ích,"Km 28 Quốc lộ 18, Phường Phả Lại, Thành phố Chí Linh, Tỉnh Hải Dương, Việt Nam",(+84) 32388112,http://ppc.evn.vn/,0800296853,Dịch vụ tiện ích
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Năng lượng,"Ấp Phú Thạnh, Thị trấn Mái Dầm, Huyện Châu Thành, Tỉnh Hậu Giang, Việt Nam",+84 293 3737226,www.nshpetro.vn,6300177249,Năng lượng
PTB,Công ty cổ phần Phú Tài,Nguyên vật liệu,"Số 278 đường Nguyễn Thị Định, Phường Nguyễn Văn Cừ, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",+84 256 3847668,www.phutai.com.vn,4100259236,Nguyên vật liệu
PTC,Công ty Cổ phần Đầu tư ICapital,Hàng hóa chủ chốt,"Tầng 3, tháp C, tòa nhà Golden Palace, đường Mễ Trì, phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 38612360,www.pticjsc.com,0100686544,Công nghiệp
PTL,Công ty Cổ phần Victory Capital,Quản lý & Phát triển Bất động sản,"Trung tâm Thương mại tài chính Dầu khí Phú Mỹ Hưng, số 12 đường Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39309889,www.petroland.com.vn,0305284081,Bất động sản
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan dầu khí,Năng lượng,"Lầu 4, Tòa nhà Sailling Tower, Số 111A Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39142012,www.pvdrilling.com.vn,0302495126,Năng lượng
PVP,Công ty cổ phần Vận tải Dầu khí Thái Bình Dương,Vận tải,"Tầng 3, Tòa nhà PVFCCo, Số 43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38228546,www.pacific.pvtrans.com,0305475110,Công nghiệp
PVT,Tổng Công ty Cổ phần Vận tải dầu khí,Năng lượng,"Tầng 2, Tòa nhà PVFCCo, 43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39111301,www.pvtrans.com,0302743192,Năng lượng
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,"Số 23, Lô 01,  Khu 97 Bạch Đằng, Phường Hạ Lý, Quận Hồng Bàng, Thành phố Hải Phòng, Việt Nam",+84 225 6263333,www.quangbinhjsc.com.vn,0200730878,Nguyên vật liệu
QCG,Công ty Cổ phần Quốc Cường Gia Lai ,Quản lý & Phát triển Bất động sản,"Đường Nguyễn Chí Thanh, Phường Trà Bá, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",+84 269 3820046,www.quoccuonggialai.com.vn,5900409387,Bất động sản
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông ,Hàng hóa chủ chốt,"87-89 Hạ Đình, P Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",+84 24 38584310,www.rangdongvn.com,0101526991,Công nghiệp
RDP,Công ty cổ phần Rạng Đông Holding,Nguyên vật liệu,"190 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",+84 28 9692272,www.rdplastic.com.vn,0300384357,Nguyên vật liệu
REE,Công ty Cổ phần Cơ điện lạnh,Hàng hóa chủ chốt,"364 Cộng hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38100017,www.reecorp.com,0300741143,Công nghiệp
S4A,Công ty Cổ phần Thủy điện Sê San 4A,Dịch vụ tiện ích,"650 Lê Duẩn, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",+84 269 3756096,www.sesan4a.com.vn,5900413305,Dịch vụ tiện ích
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn,"Thực phẩm, đồ uống và thuốc lá","187 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38294081,www.sabeco.com.vn,0300583659,Hàng tiêu dùng thiết yếu
SAM,Công ty Cổ phần SAM HOLDINGS,Hàng hóa chủ chốt,"152/11B Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28381229,www.samholdings.com.vn,3600253537,Công nghiệp
SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,Đồ tiêu dùng và trang trí,"Số 194 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38292806,www.savimex.com.vn,0302317892,Hàng tiêu dùng không thiết yếu
SBA,Công ty Cổ phần Sông Ba,Dịch vụ tiện ích,"573 Núi Thành, Phường Hòa Cường, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam",+84 236 3653592,www.songba.vn,0400439955,Dịch vụ tiện ích
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,"Thực phẩm, đồ uống và thuốc lá","Xã Tân Hưng, Huyện Tân Châu, Tỉnh Tây Ninh, Việt Nam",+84 276 3753256,www.ttcsugar.com.vn,3900244389,Hàng tiêu dùng thiết yếu
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Đồ tiêu dùng và trang trí,"Tòa nhà Anna, Số 10 Khu Công nghiệp phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38912789,www.siambrothersvn.com,0300812161,Hàng tiêu dùng không thiết yếu
SC5,Công ty Cổ phần Xây dựng số 5 ,Hàng hóa chủ chốt,"137 Lê Quang Định, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38412624,www.sc5.vn,0300378152,Công nghiệp
SCD,Công ty Cổ phần Nước giải khát Chương Dương,"Thực phẩm, đồ uống và thuốc lá","379 Bến Chương Dương, phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38367518,www.chuongduong.com.vn,0300584564,Hàng tiêu dùng thiết yếu
SCR,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,Quản lý & Phát triển Bất động sản,"253 Hoàng Văn Thụ, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38249988,www.sacomreal.com.vn,0303315400,Bất động sản
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Vận tải,"Số 30 Phan Thúc Duyện, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39976930,www.scsc.vn,0305654014,Công nghiệp
SFC,Công ty Cổ phần Nhiên Liệu Sài Gòn ,Phân phối & Bán lẻ hàng tiêu dùng,"146E Nguyễn Đình Chiểu, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39979292,www.sfc.com.vn,0300631013,Hàng tiêu dùng thiết yếu
SFG,Công ty Cổ phần phân bón Miền Nam,Nguyên vật liệu,"Số 125B Cách Mạng Tháng Tám, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38325889,www.phanbonmiennam.com.vn,0300430500,Nguyên vật liệu
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Vận tải,"209 Nguyễn Văn Thủ, phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38238799,www.safi.com.vn,0301471330,Công nghiệp
SGN,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn ,Vận tải,"Lầu 02, Tòa nhà Cảng hàng không quốc tế Tân Sơn Nhất, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38485383,www.sags.vn,0312610240,Công nghiệp
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa Ốc Sài Gòn,Quản lý & Phát triển Bất động sản,"63 - 65 Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38405550,www.saigonres.com.vn,0301899038,Bất động sản
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Dịch vụ viễn thông,"Lô 46, Công viên phần mền Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 28 37159909,www.saigontel.vn,0302615063,Viễn thông
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Hàng hóa chủ chốt,"292/5 Ấp Tam Đông 2, xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",+84 28 37100101,www.sonhasg.com.vn,0307526635,Công nghiệp
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội ,Ngân hàng,"Số 77 Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",(+84) 24394233,www.shb.com.vn,1800278630,Tài chính
SHI,Công ty Cổ phần Quốc tế Sơn Hà,Hàng hóa chủ chốt,"Lô số 2, CN1 Cụm Công Nghiệp nhỏ và vừa Từ Liêm, Xã Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 62656566,www.sonha.com.vn,0100776445,Công nghiệp
SHP,Công ty Cổ phần Thủy điện miền Nam ,Dịch vụ tiện ích,"Phòng 106, Tòa nhà Citilight, 45 Võ Thị Sáu, phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38207795,www.shp.com.vn,0303416670,Dịch vụ tiện ích
SJD,Công ty Cổ phần Thủy Điện Cần Đơn,Dịch vụ tiện ích,"Ấp Thanh Thủy, Thị trấn Thanh Bình, Huyện Bù Đốp, Tỉnh Bình Phước, Việt Nam",+84 271 3693359,www.candon.com.vn,3801068943,Dịch vụ tiện ích
SJF,Công Ty Cổ phần Đầu tư Sao Thái Dương,"Thực phẩm, đồ uống và thuốc lá","Tầng 8, Tòa nhà SIMCO Sông Đà, Tiểu khu đô thị mới Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",+84 24 33982626,www.stdgroup.vn,0105806767,Hàng tiêu dùng thiết yếu
SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Quản lý & Phát triển Bất động sản,"Tòa nhà SUDICO, Đường Mễ Trì, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 37684504,www.sudicosd.com.vn,0101399461,Bất động sản
SKG,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang ,Vận tải,"Số 10 Đường 30/04, Khu phố 2, Thị trấn Dương Đông, Thành phố Phú Quốc, Tỉnh Kiên Giang, Việt Nam",+84 297 3980111,www.superdong.com.vn,1700556108,Công nghiệp
SMA,Công ty Cổ phần Thiết bị phụ tùng Sài Gòn,Hàng hóa chủ chốt,"205A Nguyễn Xí, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28351078,www.saigonmachinco.vn,0300542187,Công nghiệp
